consumidor_id	estrategia	converteu
743	estrategia_a	0
745	estrategia_b	0
748	estrategia_a	0
751	estrategia_a	0
753	estrategia_b	0
754	estrategia_b	0
757	estrategia_b	0
766	estrategia_a	0
768	estrategia_b	0
771	estrategia_b	1
772	estrategia_a	0
775	estrategia_a	0
777	estrategia_a	0
778	estrategia_a	1
779	estrategia_a	0
781	estrategia_a	0
785	estrategia_a	1
788	estrategia_a	1
792	estrategia_b	0
794	estrategia_a	0
795	estrategia_b	0
797	estrategia_a	0
799	estrategia_b	1
803	estrategia_a	0
804	estrategia_a	0
806	estrategia_b	1
807	estrategia_b	1
813	estrategia_a	0
816	estrategia_a	0
819	estrategia_b	1
822	estrategia_a	0
824	estrategia_b	1
829	estrategia_b	1
830	estrategia_b	0
837	estrategia_a	0
838	estrategia_a	0
839	estrategia_a	0
842	estrategia_b	0
843	estrategia_a	1
847	estrategia_b	1
849	estrategia_b	0
851	estrategia_a	0
856	estrategia_a	0
858	estrategia_b	0
861	estrategia_a	0
863	estrategia_a	1
865	estrategia_a	1
867	estrategia_a	0
870	estrategia_a	0
872	estrategia_b	1
874	estrategia_b	1
879	estrategia_a	0
880	estrategia_a	0
882	estrategia_a	1
887	estrategia_a	1
893	estrategia_a	1
894	estrategia_a	1
895	estrategia_b	0
897	estrategia_b	1
899	estrategia_b	0
900	estrategia_a	1
904	estrategia_b	1
905	estrategia_b	1
907	estrategia_a	0
908	estrategia_b	0
910	estrategia_b	0
917	estrategia_a	0
919	estrategia_b	1
920	estrategia_a	1
921	estrategia_a	0
926	estrategia_a	0
928	estrategia_b	0
932	estrategia_b	0
934	estrategia_b	1
939	estrategia_a	0
940	estrategia_a	0
942	estrategia_b	1
945	estrategia_b	0
950	estrategia_b	1
951	estrategia_b	0
952	estrategia_a	0
953	estrategia_a	0
954	estrategia_b	1
958	estrategia_a	1
961	estrategia_b	0
962	estrategia_b	0
964	estrategia_b	0
965	estrategia_a	0
966	estrategia_b	0
968	estrategia_a	0
970	estrategia_a	1
972	estrategia_a	1
976	estrategia_a	0
977	estrategia_a	0
979	estrategia_a	0
983	estrategia_a	1
984	estrategia_a	0
985	estrategia_a	0
986	estrategia_b	1
989	estrategia_a	1
993	estrategia_a	0
994	estrategia_b	0
995	estrategia_b	0
996	estrategia_b	0
1008	estrategia_a	0
1009	estrategia_a	0
1010	estrategia_a	1
1012	estrategia_b	1
1019	estrategia_a	0
1020	estrategia_b	0
1022	estrategia_a	1
1024	estrategia_b	0
1025	estrategia_a	0
1030	estrategia_b	0
1031	estrategia_a	1
1034	estrategia_b	0
1050	estrategia_b	1
1054	estrategia_b	0
1057	estrategia_a	0
1061	estrategia_b	0
1062	estrategia_a	1
1064	estrategia_a	0
1066	estrategia_b	0
1067	estrategia_a	1
1072	estrategia_a	0
1073	estrategia_a	0
1074	estrategia_b	0
1075	estrategia_b	1
1079	estrategia_b	1
1082	estrategia_b	0
1084	estrategia_b	0
1086	estrategia_b	0
1089	estrategia_a	0
1090	estrategia_a	0
1092	estrategia_b	0
1093	estrategia_a	0
1097	estrategia_a	0
1098	estrategia_a	1
1100	estrategia_a	1
1101	estrategia_b	0
1102	estrategia_a	0
1105	estrategia_a	1
1106	estrategia_b	1
1116	estrategia_a	0
1118	estrategia_b	0
1121	estrategia_b	1
1126	estrategia_a	1
1127	estrategia_b	0
1129	estrategia_b	1
1131	estrategia_a	0
1136	estrategia_b	1
1140	estrategia_a	0
1144	estrategia_a	0
1145	estrategia_b	1
1146	estrategia_a	1
1150	estrategia_b	1
1151	estrategia_a	1
1158	estrategia_b	0
1161	estrategia_b	1
1165	estrategia_a	1
1166	estrategia_b	1
1168	estrategia_a	1
1169	estrategia_b	0
1170	estrategia_a	1
1171	estrategia_b	0
1172	estrategia_a	1
1176	estrategia_a	0
1179	estrategia_a	0
1185	estrategia_b	0
1187	estrategia_b	0
1188	estrategia_b	1
1194	estrategia_a	0
1195	estrategia_b	1
1197	estrategia_a	0
1199	estrategia_b	0
1201	estrategia_a	0
1202	estrategia_b	0
1206	estrategia_a	0
1210	estrategia_a	0
1212	estrategia_a	1
1213	estrategia_b	1
1215	estrategia_a	0
1217	estrategia_a	0
1219	estrategia_b	1
1221	estrategia_b	0
1222	estrategia_b	0
1223	estrategia_b	0
1227	estrategia_b	1
1229	estrategia_b	0
1231	estrategia_a	0
1232	estrategia_b	1
1234	estrategia_a	1
1241	estrategia_a	1
1244	estrategia_a	1
1254	estrategia_b	1
1256	estrategia_a	0
1257	estrategia_b	1
1261	estrategia_a	1
1262	estrategia_b	0
1269	estrategia_b	1
1271	estrategia_a	0
1273	estrategia_a	0
1278	estrategia_a	0
1279	estrategia_b	1
1284	estrategia_b	0
1285	estrategia_a	0
1288	estrategia_b	1
1293	estrategia_a	0
1294	estrategia_a	1
1296	estrategia_b	0
1300	estrategia_b	0
1302	estrategia_a	0
1306	estrategia_a	0
1307	estrategia_b	0
1318	estrategia_b	1
1319	estrategia_b	0
1321	estrategia_b	1
1323	estrategia_a	1
1328	estrategia_a	0
1330	estrategia_a	1
1332	estrategia_b	0
1333	estrategia_b	0
1334	estrategia_a	1
1336	estrategia_a	1
1340	estrategia_b	1
1343	estrategia_b	0
1344	estrategia_b	0
1347	estrategia_b	0
1350	estrategia_b	0
1353	estrategia_b	1
1357	estrategia_b	0
1358	estrategia_a	0
1362	estrategia_b	0
1365	estrategia_b	1
1367	estrategia_b	1
1370	estrategia_a	1
1377	estrategia_b	0
1378	estrategia_a	0
1379	estrategia_a	1
1380	estrategia_b	1
1382	estrategia_b	0
1383	estrategia_a	1
1386	estrategia_a	1
1387	estrategia_a	1
1389	estrategia_a	1
1390	estrategia_a	0
1391	estrategia_b	0
1392	estrategia_b	1
1395	estrategia_b	1
1397	estrategia_a	1
1398	estrategia_a	0
1403	estrategia_b	0
1408	estrategia_b	1
1410	estrategia_b	1
1412	estrategia_a	0
1414	estrategia_b	0
1416	estrategia_b	1
1418	estrategia_a	0
1423	estrategia_b	0
1425	estrategia_b	1
1426	estrategia_b	1
1427	estrategia_a	1
1428	estrategia_a	0
1430	estrategia_a	0
1434	estrategia_b	1
1436	estrategia_a	0
1437	estrategia_b	1
1439	estrategia_a	0
1447	estrategia_a	0
1448	estrategia_a	0
1450	estrategia_a	1
1451	estrategia_a	1
1453	estrategia_b	1
1454	estrategia_a	0
1455	estrategia_a	1
1456	estrategia_b	1
1458	estrategia_b	0
1461	estrategia_b	1
1462	estrategia_a	0
1468	estrategia_a	0
1470	estrategia_a	0
1472	estrategia_a	1
1476	estrategia_a	0
1480	estrategia_b	0
1481	estrategia_a	0
1486	estrategia_a	1
1500	estrategia_a	0
1501	estrategia_a	0
1504	estrategia_b	0
1506	estrategia_a	1
1508	estrategia_b	0
1511	estrategia_a	0
1512	estrategia_a	0
1513	estrategia_b	1
1514	estrategia_a	0
1523	estrategia_a	0
1526	estrategia_a	1
1529	estrategia_b	1
1530	estrategia_b	1
1533	estrategia_b	0
1536	estrategia_a	1
1537	estrategia_b	0
1541	estrategia_b	1
1542	estrategia_b	0
1543	estrategia_b	1
1547	estrategia_a	1
1549	estrategia_a	0
1552	estrategia_a	1
1553	estrategia_a	0
1557	estrategia_b	1
1559	estrategia_b	1
1565	estrategia_a	0
1570	estrategia_a	1
1571	estrategia_a	0
1572	estrategia_b	0
1573	estrategia_a	0
1574	estrategia_b	0
1577	estrategia_b	1
1579	estrategia_a	0
1582	estrategia_b	1
1585	estrategia_a	0
1586	estrategia_b	0
1588	estrategia_a	1
1591	estrategia_a	1
1593	estrategia_b	0
1596	estrategia_a	1
1597	estrategia_b	0
1600	estrategia_b	1
1602	estrategia_b	0
1603	estrategia_a	0
1604	estrategia_a	0
1610	estrategia_a	0
1611	estrategia_b	0
1612	estrategia_a	1
1614	estrategia_a	1
1615	estrategia_a	1
1616	estrategia_a	1
1619	estrategia_b	0
1624	estrategia_b	1
1625	estrategia_b	1
1626	estrategia_b	0
1631	estrategia_a	1
1632	estrategia_b	1
1633	estrategia_a	0
1634	estrategia_b	0
1635	estrategia_a	0
1636	estrategia_a	1
1637	estrategia_a	0
1639	estrategia_a	0
1649	estrategia_b	0
1652	estrategia_a	1
1653	estrategia_a	0
1657	estrategia_a	0
1658	estrategia_b	0
1659	estrategia_a	0
1670	estrategia_b	0
1673	estrategia_b	1
1679	estrategia_b	1
1681	estrategia_a	0
1682	estrategia_a	0
1685	estrategia_b	1
1692	estrategia_a	0
1693	estrategia_a	1
1698	estrategia_a	0
1699	estrategia_b	0
1700	estrategia_b	1
1701	estrategia_a	1
1702	estrategia_b	0
1703	estrategia_a	0
1707	estrategia_a	0
1709	estrategia_a	0
1711	estrategia_a	0
1712	estrategia_a	1
1713	estrategia_a	1
1714	estrategia_a	0
1718	estrategia_a	0
1722	estrategia_b	1
1725	estrategia_b	1
1726	estrategia_b	0
1727	estrategia_b	1
1729	estrategia_a	1
1730	estrategia_a	1
1733	estrategia_b	0
1739	estrategia_a	1
1746	estrategia_a	1
1748	estrategia_b	0
1755	estrategia_a	0
1761	estrategia_b	1
1762	estrategia_a	0
1772	estrategia_a	1
1781	estrategia_b	0
1783	estrategia_b	0
1787	estrategia_a	0
1788	estrategia_a	0
1790	estrategia_a	0
1791	estrategia_b	1
1792	estrategia_a	0
1795	estrategia_b	1
1796	estrategia_b	1
1802	estrategia_b	1
1807	estrategia_b	0
1812	estrategia_a	0
1814	estrategia_a	0
1816	estrategia_b	1
1821	estrategia_b	0
1822	estrategia_b	1
1824	estrategia_a	0
1825	estrategia_a	0
1827	estrategia_b	0
1828	estrategia_a	0
1829	estrategia_a	1
1835	estrategia_b	0
1836	estrategia_b	0
1840	estrategia_a	0
1841	estrategia_b	0
1847	estrategia_a	0
1851	estrategia_b	1
1852	estrategia_b	1
1853	estrategia_a	0
1855	estrategia_b	0
1858	estrategia_a	1
1859	estrategia_b	0
1860	estrategia_b	1
1861	estrategia_a	0
1863	estrategia_a	1
1866	estrategia_a	0
1867	estrategia_a	1
1869	estrategia_a	1
1871	estrategia_a	0
1872	estrategia_b	0
1874	estrategia_a	0
1876	estrategia_b	0
1877	estrategia_b	1
1878	estrategia_a	0
1880	estrategia_b	1
1881	estrategia_b	1
1882	estrategia_b	0
1884	estrategia_b	0
1885	estrategia_b	1
1886	estrategia_a	0
1889	estrategia_b	0
1890	estrategia_b	1
1895	estrategia_a	0
1896	estrategia_a	0
1898	estrategia_b	1
1900	estrategia_b	1
1901	estrategia_b	0
1902	estrategia_a	0
1904	estrategia_a	1
1907	estrategia_a	0
1910	estrategia_b	1
1911	estrategia_b	0
1912	estrategia_a	0
1924	estrategia_a	0
1927	estrategia_a	1
1930	estrategia_a	0
1932	estrategia_a	1
1933	estrategia_a	1
1937	estrategia_a	0
1938	estrategia_a	0
1940	estrategia_b	1
1944	estrategia_a	1
1951	estrategia_a	0
1953	estrategia_b	1
1956	estrategia_b	0
1957	estrategia_a	1
1963	estrategia_b	1
1964	estrategia_b	1
1965	estrategia_a	0
1970	estrategia_b	0
1975	estrategia_b	1
1977	estrategia_a	0
1978	estrategia_b	1
1984	estrategia_b	1
1990	estrategia_a	0
1991	estrategia_b	0
1994	estrategia_a	0
1997	estrategia_b	0
1998	estrategia_b	0
1999	estrategia_b	0
2001	estrategia_a	1
2003	estrategia_a	0
2005	estrategia_a	0
2011	estrategia_a	0
2015	estrategia_a	1
2016	estrategia_a	0
2017	estrategia_b	1
2019	estrategia_b	0
2021	estrategia_a	0
2024	estrategia_a	0
2026	estrategia_a	0
2032	estrategia_b	0
2034	estrategia_a	0
2036	estrategia_a	1
2037	estrategia_a	0
2041	estrategia_b	0
2042	estrategia_b	0
2043	estrategia_a	1
2044	estrategia_a	0
2054	estrategia_b	1
2055	estrategia_b	0
2059	estrategia_b	1
2060	estrategia_b	1
2062	estrategia_a	0
2068	estrategia_b	0
2072	estrategia_b	0
2076	estrategia_a	0
2077	estrategia_b	1
2079	estrategia_a	0
2083	estrategia_b	0
2084	estrategia_b	1
2085	estrategia_a	1
2088	estrategia_a	1
2092	estrategia_b	0
2093	estrategia_a	0
2095	estrategia_a	1
2096	estrategia_a	0
2098	estrategia_a	0
2099	estrategia_a	0
2104	estrategia_b	0
2105	estrategia_a	0
2106	estrategia_a	0
2111	estrategia_b	0
2112	estrategia_a	0
2113	estrategia_b	0
2115	estrategia_a	0
2117	estrategia_a	1
2118	estrategia_a	0
2120	estrategia_a	0
2122	estrategia_a	0
2123	estrategia_b	0
2124	estrategia_b	0
2127	estrategia_b	0
2130	estrategia_b	0
2131	estrategia_b	0
2133	estrategia_b	1
2136	estrategia_b	1
2139	estrategia_b	1
2140	estrategia_b	1
2145	estrategia_a	0
2148	estrategia_a	0
2149	estrategia_a	0
2151	estrategia_b	0
2152	estrategia_b	1
2154	estrategia_a	1
2157	estrategia_b	1
2159	estrategia_a	0
2160	estrategia_a	0
2161	estrategia_a	0
2162	estrategia_b	0
2163	estrategia_a	1
2168	estrategia_a	1
2169	estrategia_b	0
2175	estrategia_b	0
2176	estrategia_a	0
2181	estrategia_a	0
2182	estrategia_b	0
2185	estrategia_b	1
2186	estrategia_b	1
2187	estrategia_b	0
2191	estrategia_a	0
2194	estrategia_a	0
2197	estrategia_b	1
2199	estrategia_a	0
2200	estrategia_a	1
2203	estrategia_a	0
2205	estrategia_a	1
2214	estrategia_b	0
2216	estrategia_b	1
2219	estrategia_b	1
2221	estrategia_b	0
2222	estrategia_b	0
2226	estrategia_a	1
2227	estrategia_a	0
2229	estrategia_a	0
2233	estrategia_b	0
2235	estrategia_b	1
2236	estrategia_a	1
2242	estrategia_b	1
2243	estrategia_a	0
2245	estrategia_a	0
2249	estrategia_a	0
2254	estrategia_a	0
2255	estrategia_b	0
2256	estrategia_b	0
2263	estrategia_b	1
2266	estrategia_b	0
2270	estrategia_b	0
2272	estrategia_a	1
2273	estrategia_a	0
2274	estrategia_a	0
2275	estrategia_a	0
2277	estrategia_a	0
2278	estrategia_a	1
2279	estrategia_b	1
2283	estrategia_b	0
2285	estrategia_a	1
2286	estrategia_a	1
2287	estrategia_b	1
2289	estrategia_a	0
2290	estrategia_a	0
2292	estrategia_a	1
2299	estrategia_b	1
2300	estrategia_a	0
2302	estrategia_b	0
2304	estrategia_b	0
2305	estrategia_a	1
2307	estrategia_a	1
2309	estrategia_b	0
2313	estrategia_b	0
2314	estrategia_a	1
2315	estrategia_b	0
2317	estrategia_b	0
2322	estrategia_a	0
2323	estrategia_b	1
2326	estrategia_a	1
2327	estrategia_b	1
2329	estrategia_a	0
2331	estrategia_b	0
2332	estrategia_b	1
2335	estrategia_b	1
2336	estrategia_a	1
2338	estrategia_b	0
2339	estrategia_a	0
2342	estrategia_a	0
2343	estrategia_a	0
2345	estrategia_b	1
2346	estrategia_a	0
2349	estrategia_b	0
2354	estrategia_b	0
2356	estrategia_b	1
2358	estrategia_a	0
2359	estrategia_b	1
2362	estrategia_a	0
2363	estrategia_b	0
2364	estrategia_b	0
2369	estrategia_b	0
2371	estrategia_a	0
2375	estrategia_a	0
2376	estrategia_a	0
2377	estrategia_b	1
2378	estrategia_b	1
2382	estrategia_b	0
2383	estrategia_a	1
2384	estrategia_a	1
2385	estrategia_b	0
2393	estrategia_a	1
2395	estrategia_a	0
2398	estrategia_b	0
2408	estrategia_a	0
2411	estrategia_b	0
2412	estrategia_a	0
2414	estrategia_a	0
2415	estrategia_a	0
2418	estrategia_a	1
2420	estrategia_a	0
2422	estrategia_b	1
2424	estrategia_b	1
2425	estrategia_a	0
2427	estrategia_a	0
2429	estrategia_b	0
2430	estrategia_b	0
2432	estrategia_b	0
2433	estrategia_b	1
2434	estrategia_b	1
2436	estrategia_b	1
2438	estrategia_b	1
2443	estrategia_b	0
2444	estrategia_a	0
2445	estrategia_b	0
2448	estrategia_b	1
2449	estrategia_a	1
2453	estrategia_a	1
2456	estrategia_b	0
2457	estrategia_a	1
2461	estrategia_b	1
2465	estrategia_a	0
2466	estrategia_b	1
2468	estrategia_a	1
2477	estrategia_b	1
2480	estrategia_a	0
2482	estrategia_a	0
2484	estrategia_a	1
2486	estrategia_b	0
2490	estrategia_a	0
2492	estrategia_b	1
2494	estrategia_b	0
2497	estrategia_b	0
2501	estrategia_b	0
2502	estrategia_b	1
2504	estrategia_b	1
2516	estrategia_a	1
2519	estrategia_a	0
2522	estrategia_b	0
2524	estrategia_a	1
2525	estrategia_b	0
2532	estrategia_a	0
2534	estrategia_a	0
2535	estrategia_a	0
2540	estrategia_b	1
2543	estrategia_b	0
2544	estrategia_a	1
2546	estrategia_a	1
2548	estrategia_b	1
2550	estrategia_a	0
2553	estrategia_a	0
2554	estrategia_b	0
2556	estrategia_b	0
2557	estrategia_b	0
2559	estrategia_b	0
2560	estrategia_a	1
2574	estrategia_b	0
2575	estrategia_b	0
2576	estrategia_b	0
2578	estrategia_a	0
2583	estrategia_a	1
2590	estrategia_b	0
2594	estrategia_a	0
2598	estrategia_a	0
2599	estrategia_b	0
2600	estrategia_b	1
2601	estrategia_b	0
2603	estrategia_a	0
2605	estrategia_b	1
2610	estrategia_b	1
2616	estrategia_b	0
2620	estrategia_b	1
2622	estrategia_a	1
2625	estrategia_a	1
2627	estrategia_b	1
2629	estrategia_a	1
2631	estrategia_a	0
2634	estrategia_a	0
2635	estrategia_a	0
2636	estrategia_b	0
2638	estrategia_b	1
2639	estrategia_b	0
2644	estrategia_b	1
2645	estrategia_b	0
2648	estrategia_b	1
2650	estrategia_a	0
2652	estrategia_b	0
2654	estrategia_b	0
2657	estrategia_b	0
2658	estrategia_a	0
2660	estrategia_a	0
2661	estrategia_a	0
2663	estrategia_a	1
2667	estrategia_b	0
2669	estrategia_b	0
2673	estrategia_a	1
2674	estrategia_b	1
2677	estrategia_b	1
2684	estrategia_a	0
2686	estrategia_b	1
2688	estrategia_b	1
2689	estrategia_b	0
2690	estrategia_b	0
2692	estrategia_b	1
2693	estrategia_a	0
2700	estrategia_a	0
2701	estrategia_a	1
2704	estrategia_a	0
2705	estrategia_b	0
2710	estrategia_b	0
2712	estrategia_b	1
2718	estrategia_b	0
2720	estrategia_a	1
2724	estrategia_a	1
2728	estrategia_b	1
2729	estrategia_a	1
2731	estrategia_b	1
2739	estrategia_b	1
2741	estrategia_b	0
2750	estrategia_b	0
2751	estrategia_a	1
2752	estrategia_a	1
2758	estrategia_b	1
2759	estrategia_a	0
2761	estrategia_a	0
2763	estrategia_b	0
2764	estrategia_a	0
2765	estrategia_b	0
2766	estrategia_a	0
2767	estrategia_b	0
2769	estrategia_a	0
2774	estrategia_a	1
2777	estrategia_b	1
2778	estrategia_b	0
2782	estrategia_a	0
2783	estrategia_a	0
2786	estrategia_a	0
2787	estrategia_b	1
2789	estrategia_a	1
2790	estrategia_b	1
2792	estrategia_a	1
2795	estrategia_a	1
2801	estrategia_a	0
2803	estrategia_a	0
2804	estrategia_b	1
2808	estrategia_a	0
2814	estrategia_a	1
2815	estrategia_b	0
2819	estrategia_a	1
2824	estrategia_a	1
2826	estrategia_b	0
2827	estrategia_a	1
2828	estrategia_b	1
2830	estrategia_a	0
2836	estrategia_a	0
2837	estrategia_a	0
2838	estrategia_a	0
2841	estrategia_b	1
2843	estrategia_b	0
2844	estrategia_b	1
2847	estrategia_b	1
2850	estrategia_b	0
2851	estrategia_b	0
2854	estrategia_a	0
2857	estrategia_a	0
2859	estrategia_a	0
2862	estrategia_a	0
2864	estrategia_b	0
2865	estrategia_a	0
2869	estrategia_b	1
2871	estrategia_b	0
2873	estrategia_b	1
2876	estrategia_b	0
2878	estrategia_a	0
2880	estrategia_b	0
2881	estrategia_a	0
2882	estrategia_a	0
2884	estrategia_a	0
2886	estrategia_b	0
2888	estrategia_b	1
2889	estrategia_a	0
2890	estrategia_b	0
2893	estrategia_a	0
2895	estrategia_b	1
2898	estrategia_a	0
2899	estrategia_b	1
2900	estrategia_b	1
2901	estrategia_a	0
2902	estrategia_b	1
2907	estrategia_b	1
2908	estrategia_b	1
2912	estrategia_b	1
2914	estrategia_b	1
2916	estrategia_b	0
2917	estrategia_a	1
2918	estrategia_a	0
2919	estrategia_b	0
2921	estrategia_a	0
2922	estrategia_a	1
2924	estrategia_a	1
2928	estrategia_a	0
2930	estrategia_b	0
2931	estrategia_b	0
2932	estrategia_b	0
2934	estrategia_a	0
2940	estrategia_a	0
2941	estrategia_b	0
2943	estrategia_b	1
2949	estrategia_b	0
2950	estrategia_a	0
2952	estrategia_a	0
2954	estrategia_a	0
2956	estrategia_a	0
2957	estrategia_a	1
2958	estrategia_a	0
2961	estrategia_a	1
2964	estrategia_a	0
2973	estrategia_b	0
2976	estrategia_a	0
2977	estrategia_b	1
2980	estrategia_b	0
2982	estrategia_b	1
2983	estrategia_a	0
2986	estrategia_b	1
2987	estrategia_a	1
2990	estrategia_a	0
2992	estrategia_a	1
2995	estrategia_b	0
2999	estrategia_b	1
3003	estrategia_b	1
3006	estrategia_a	0
3010	estrategia_a	0
3012	estrategia_b	1
3014	estrategia_b	1
3015	estrategia_a	0
3017	estrategia_b	0
3019	estrategia_a	0
3026	estrategia_a	0
3027	estrategia_b	0
3031	estrategia_a	0
3032	estrategia_b	1
3033	estrategia_a	1
3037	estrategia_b	1
3038	estrategia_a	0
3042	estrategia_a	0
3044	estrategia_b	0
3046	estrategia_b	0
3048	estrategia_a	0
3049	estrategia_b	0
3050	estrategia_a	1
3051	estrategia_b	0
3053	estrategia_a	0
3056	estrategia_a	0
3057	estrategia_b	0
